,school name,zipcode,student size,pell grant rate,average faculty salary,fulltime faculty rate,admission test requirements,completion rate in 4 years (hawaiian or pacific islander),completion rate in 4 years (american indian),completion rate in 4 years (asian),completion rate in 4 years (hispanic),completion rate in 4 years (black),completion rate in 4 years (white),total student demographic (white),total student demographic (hispanic),total student demographic (black),total student demographic (american indian),total student demographic (female),total student demographic (male),median debt for income 30001_75000,median debt for income 0-30000,median debt for income greater than 75000,median debt for noncompleters,median debt for completers,median debt for male students,median debt for independent students,median debt for female students,median debt for dependent students,faculty demographic (white),faculty demographic (2 or more race or ethnicity),faculty demographic (unknown race or ethnicity),faculty demographic (hawaiian or pacific islander),faculty demographic (hispanic),faculty demographic (black),faculty demographic (asian),faculty demographic (american indian),latest.student.share_25_older
591,Goldey-Beacom College,19808,667.0,0.3861,8615.0,0.2697,2.0,0.0,0.0,0.6667,0.5385,0.4545,0.5532,0.3583,0.1484,0.2489,0.0015,0.5292,0.4708,13615.0,11613.0,16701.0,5500.0,18900.0,14000.0,11614.0,15000.0,14775.0,0.8,0.0,0.0,0.0,0.0,0.05,0.15,0.0,0.1073
592,Schilling-Douglas School of Hair Design LLC,19711,144.0,0.3365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2847,0.1389,0.5278,0.0,0.9236,0.0764,0.0,6200.0,0.0,3337.0,9833.0,0.0,7800.0,0.0,7666.0,0.5714,0.0,0.0,0.0,0.0,0.4286,0.0,0.0,0.4722
593,Wilmington University,19720,7626.0,0.267,7721.0,0.0635,0.0,0.0,0.25,0.1429,0.2759,0.0971,0.3193,0.5111,0.1361,0.2133,0.0056,0.6423,0.3577,14219.0,14860.0,13500.0,11000.0,20000.0,13000.0,15750.0,14750.0,12667.0,0.8478,0.0,0.0,0.0,0.0109,0.1196,0.0217,0.0,0.6025
594,American University,20016-8001,8158.0,0.1425,12387.0,0.5411,5.0,0.0,0.0,0.8529,0.7786,0.7211,0.7947,0.5539,0.1165,0.0778,0.0006,0.6326,0.3674,19500.0,18500.0,19750.0,8750.0,22750.0,19500.0,16332.0,19500.0,19500.0,0.7468,0.0012,0.0047,0.0,0.0504,0.075,0.0891,0.0023,0.0167
595,The Catholic University of America,20064,2891.0,0.1116,9587.0,0.5186,3.0,0.0,0.75,0.5429,0.6822,0.5455,0.7757,0.671,0.1498,0.0495,0.001,0.5597,0.4403,24187.0,20219.0,22310.0,8750.0,26000.0,19500.0,23000.0,23250.0,22250.0,0.4729,0.0113,0.2308,0.0,0.0543,0.0271,0.0792,0.0,0.0427
596,University of the District of Columbia,20008,2810.0,0.4298,9459.0,0.3328,0.0,0.0,0.0,0.0,0.3529,0.1702,0.1667,0.0488,0.1829,0.5879,0.0021,0.6267,0.3733,12500.0,15130.0,13300.0,9500.0,24872.0,12500.0,19000.0,15000.0,10250.0,0.2455,0.0273,0.0545,0.0955,0.0136,0.4273,0.1091,0.0273,0.5215
597,Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,20017-1585,0.0,0.0,4223.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9259,0.037,0.0,0.0,0.0,0.0,0.037,0.0,0.0
598,Gallaudet University,20002-3695,998.0,0.4956,9693.0,1.0,1.0,0.0,0.3333,1.0,0.4545,0.2857,0.6374,0.4349,0.2044,0.1613,0.01,0.5431,0.4569,13594.0,13000.0,12000.0,9500.0,18000.0,12500.0,16675.0,13000.0,12000.0,0.5946,0.027,0.0,0.0054,0.1081,0.1027,0.1568,0.0054,0.248
599,George Washington University,20052,10929.0,0.1424,15282.0,0.5319,5.0,0.8,1.0,0.8764,0.8136,0.7236,0.8437,0.5043,0.1258,0.0817,0.0006,0.6316,0.3684,20000.0,19500.0,19500.0,12500.0,20449.0,19325.0,18750.0,19500.0,19500.0,0.709,0.0038,0.0181,0.0,0.0408,0.0612,0.1648,0.0008,0.0962
600,Georgetown University,20057-0001,7395.0,0.1301,16073.0,0.4523,1.0,1.0,0.0,0.9641,0.9787,0.8889,0.9554,0.4999,0.0802,0.0591,0.0011,0.5724,0.4276,13500.0,10000.0,14750.0,8000.0,15500.0,14000.0,12500.0,13500.0,13500.0,0.5479,0.0036,0.1304,0.0,0.0369,0.0542,0.1144,0.0012,0.0217
601,Howard University,20059,8902.0,0.4175,10024.0,0.7226,5.0,0.0,0.3333,0.7895,0.5867,0.627,0.3846,0.0033,0.0647,0.6602,0.0148,0.7217,0.2783,19750.0,19197.0,18500.0,12500.0,24500.0,17038.0,19528.0,19500.0,19172.0,0.1522,0.0201,0.0456,0.0,0.0374,0.6044,0.134,0.0046,0.0255
602,Strayer University-District of Columbia,20005,368.0,0.5667,776.0,0.2381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0516,0.0788,0.8098,0.0027,0.7582,0.2418,20636.0,12667.0,22364.0,12592.0,40621.0,12500.0,15040.0,14475.0,5500.0,0.5735,0.0245,0.1078,0.0,0.0196,0.2304,0.0392,0.0049,0.9185
603,National Conservatory of Dramatic Arts,20007,27.0,0.2188,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1852,0.1481,0.4815,0.037,0.3704,0.6296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444
604,Trinity Washington University,20017-1094,1383.0,0.5651,7675.0,0.2099,2.0,0.0,0.0,0.0,0.5797,0.315,0.3333,0.0239,0.3297,0.5575,0.0022,0.9798,0.0202,19125.0,19250.0,19731.0,9500.0,28250.0,17750.0,20253.0,19368.0,18500.0,0.3651,0.0476,0.0,0.0159,0.0476,0.4603,0.0635,0.0,0.4136
605,Wesley Theological Seminary,20016-5690,0.0,0.0,9354.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.619,0.0,0.0,0.0,0.0,0.2381,0.1429,0.0,0.0
606,Atlantic Technical College,33063-3902,2543.0,0.0562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3814,0.2878,0.2898,0.0059,0.1388,0.8612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4012,0.0756,0.0,0.0,0.2733,0.2326,0.0174,0.0,0.5943
607,The Baptist College of Florida,32440,252.0,0.4026,4762.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6111,0.7817,0.0278,0.0635,0.004,0.4881,0.5119,15152.0,0.0,0.0,10839.0,23590.0,20750.0,18465.0,14467.0,15076.0,0.95,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.2749
608,Barry University,33161-6695,2932.0,0.5138,8858.0,0.5009,2.0,1.0,0.0,0.0,0.4662,0.3957,0.32,0.1241,0.3803,0.3878,0.0024,0.6647,0.3353,15497.0,15750.0,15250.0,8250.0,26997.0,15000.0,25000.0,15750.0,12000.0,0.5273,0.0036,0.0691,0.0,0.1964,0.1091,0.0618,0.0073,0.2206
609,Bethune-Cookman University,32114-3099,2513.0,0.7272,6761.0,1.0,1.0,0.0,1.0,0.0,0.2105,0.3102,0.3,0.0111,0.0509,0.8154,0.002,0.6236,0.3764,21250.0,24250.0,20500.0,12000.0,31000.0,20000.0,22000.0,24000.0,22509.0,0.259,0.0288,0.0072,0.0,0.0504,0.5612,0.0935,0.0,0.0402
610,Lynn University,33431-5598,2632.0,0.2554,5915.0,0.4788,5.0,0.0,0.0,0.5,0.4,0.3261,0.5078,0.4635,0.2025,0.1068,0.003,0.4996,0.5004,10000.0,11500.0,9500.0,5500.0,17940.0,10000.0,10893.0,10500.0,10125.0,0.629,0.0161,0.2097,0.0081,0.0726,0.0242,0.0323,0.0081,0.0905
611,North Florida Technical College,32091,51.0,0.3037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5686,0.0,0.3725,0.0,0.4314,0.5686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8889,0.0,0.0,0.0,0.0,0.1111,0.0,0.0,0.4706
612,Eastern Florida State College,32935,9855.0,0.3098,6170.0,0.3525,0.0,0.5,0.2,0.5882,0.4252,0.3519,0.4778,0.6115,0.1692,0.1112,0.003,0.6069,0.3931,7686.0,8773.0,7500.0,6261.0,12250.0,7124.0,10500.0,8751.0,5747.0,0.8196,0.0196,0.0039,0.0,0.0392,0.0824,0.0314,0.0039,0.3306
613,Broward College,33301,25570.0,0.3729,6738.0,0.331,0.0,0.3571,0.6667,0.5565,0.3652,0.2628,0.3475,0.1348,0.3748,0.3083,0.0014,0.5969,0.4031,4373.0,4500.0,3500.0,3500.0,7500.0,4142.0,5250.0,4500.0,3500.0,0.4878,0.0,0.0813,0.0,0.206,0.1545,0.0569,0.0108,0.3156
614,Albizu University-Miami,33172-2209,178.0,0.5548,5841.0,0.9744,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0337,0.8315,0.0112,0.0,0.8315,0.1685,6332.0,5000.0,4500.0,4500.0,5500.0,5125.0,5000.0,5000.0,5500.0,0.1724,0.1724,0.0,0.0,0.6207,0.0345,0.0,0.0,0.7263
615,College of Central Florida,34474,4334.0,0.3885,6100.0,0.4628,0.0,0.75,0.6,0.6667,0.471,0.3299,0.4601,0.6253,0.1495,0.1156,0.0055,0.6444,0.3556,8010.0,9210.0,6500.0,6500.0,13000.0,7275.0,11890.0,8902.0,5500.0,0.8261,0.0087,0.0,0.0,0.0435,0.0783,0.0435,0.0,0.2804
616,Johnson University Florida,34744,148.0,0.6438,5581.0,1.0,1.0,0.0,0.0,0.0,0.75,0.0,0.3889,0.3581,0.2703,0.2095,0.0,0.4054,0.5946,14000.0,10400.0,16250.0,6500.0,21500.0,12250.0,16866.0,14000.0,12500.0,0.8462,0.0769,0.0,0.0,0.0,0.0,0.0769,0.0,0.1074
617,University of Central Florida,32816,59710.0,0.3466,10981.0,0.9769,1.0,0.75,0.5714,0.7986,0.7282,0.7162,0.7619,0.4504,0.2936,0.1027,0.0013,0.5503,0.4497,14201.0,15000.0,15745.0,10250.0,18190.0,15000.0,16500.0,15000.0,14750.0,0.6381,0.0083,0.0,0.0,0.0764,0.0387,0.1472,0.0033,0.1548
618,Charlotte Technical College,33948-3399,244.0,0.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6844,0.1311,0.1352,0.0041,0.4877,0.5123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7931,0.0,0.1724,0.0,0.0,0.0345,0.0,0.0,0.3566
619,Chipola College,32446-2053,1248.0,0.2934,5849.0,0.4141,0.0,0.0,0.5,1.0,0.6667,0.2963,0.5455,0.6995,0.0513,0.1603,0.008,0.6506,0.3494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.878,0.0,0.0,0.0,0.0244,0.0732,0.0,0.0244,0.1817
620,Lorenzo Walker Technical College,34104-4405,740.0,0.1619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2514,0.5149,0.1919,0.0,0.5527,0.4473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8182,0.0909,0.0,0.0,0.0909,0.0,0.0,0.0,0.2149
621,Daytona State College,32114,9190.0,0.3219,7096.0,0.2826,0.0,0.3333,0.0,0.6176,0.4174,0.2054,0.4208,0.5591,0.2155,0.1334,0.0013,0.6124,0.3876,5313.0,5750.0,5500.0,3950.0,8250.0,5250.0,7123.0,5750.0,4500.0,0.8009,0.0,0.0,0.0,0.0708,0.0885,0.031,0.0,0.34
622,South University-West Palm Beach,33411,359.0,0.5314,7088.0,0.5574,0.0,0.0,0.0,0.5,0.3333,0.4,0.3333,0.1783,0.2479,0.4903,0.0,0.8691,0.1309,15278.0,12643.0,14700.0,9500.0,26123.0,10834.0,12990.0,13624.0,13668.0,0.3478,0.0,0.2174,0.0,0.087,0.3478,0.0,0.0,0.7437
623,Eckerd College,33711-4700,2026.0,0.2278,8349.0,0.8622,3.0,1.0,1.0,0.875,0.6744,0.5,0.7033,0.7621,0.0923,0.0271,0.0025,0.6964,0.3036,23167.0,19000.0,19500.0,8296.0,27000.0,22250.0,15390.0,19000.0,19500.0,0.8025,0.0247,0.0309,0.0,0.0617,0.0123,0.0432,0.0,0.0074
624,Florida SouthWestern State College,33919,11309.0,0.3407,6592.0,0.2518,0.0,1.0,0.5,0.5517,0.4291,0.3434,0.3853,0.38,0.358,0.1341,0.0027,0.6448,0.3552,4971.0,5250.0,4500.0,3877.0,8000.0,4500.0,6750.0,5250.0,4379.0,0.8061,0.0,0.0204,0.0,0.0357,0.0561,0.0459,0.0153,0.2415
625,Edward Waters University,32209,1079.0,0.3234,5132.0,1.0,2.0,0.0,0.0,0.0,0.0,0.2589,0.5455,0.0352,0.0324,0.8591,0.0028,0.4838,0.5162,9875.0,11686.0,7500.0,10726.0,0.0,9500.0,15750.0,12000.0,10082.0,0.1458,0.0208,0.0,0.0,0.0417,0.6458,0.1458,0.0,0.0662
626,Embry-Riddle Aeronautical University-Daytona Beach,32114-3900,6899.0,0.183,10236.0,0.9033,5.0,0.6667,0.8,0.64,0.5819,0.4255,0.6589,0.5821,0.1429,0.0496,0.0017,0.2471,0.7529,13000.0,15000.0,14750.0,8424.0,23666.0,13974.0,12500.0,15750.0,16000.0,0.7084,0.0027,0.0272,0.0027,0.0654,0.0136,0.109,0.0,0.059
627,Florida Agricultural and Mechanical University,32307,7005.0,0.5638,8862.0,0.9942,1.0,0.0,0.0,1.0,0.5,0.5556,0.3871,0.0277,0.0475,0.8924,0.0007,0.6605,0.3395,17500.0,18500.0,17000.0,11000.0,23548.0,17000.0,19991.0,18500.0,17500.0,0.1489,0.0172,0.0,0.0,0.0251,0.6379,0.0643,0.0016,0.0794
628,Florida Atlantic University,33431-0991,23695.0,0.3638,9848.0,0.6955,1.0,0.5,0.5,0.595,0.5618,0.5415,0.554,0.39,0.2884,0.2014,0.0013,0.5802,0.4198,12000.0,12500.0,12618.0,7500.0,17236.0,12409.0,15000.0,12500.0,11250.0,0.6325,0.002,0.0,0.0,0.0976,0.0807,0.1255,0.001,0.1781
629,Florida State College at Jacksonville,32202,17329.0,0.3375,6338.0,0.3786,0.0,0.3333,0.25,0.4677,0.3264,0.3178,0.4183,0.4513,0.1113,0.2798,0.0021,0.6452,0.3548,7768.0,9500.0,6500.0,7000.0,13562.0,7500.0,10135.0,9250.0,6296.0,0.7604,0.0207,0.0207,0.0,0.0503,0.1036,0.0414,0.0,0.4387
630,Flagler College,32084,2631.0,0.3018,7595.0,0.4221,5.0,0.0,0.75,0.5,0.5263,0.4815,0.5879,0.718,0.1205,0.0448,0.0019,0.6697,0.3303,14500.0,16681.0,15000.0,6500.0,24250.0,14750.0,17150.0,15000.0,15000.0,0.8067,0.0168,0.0504,0.0,0.0252,0.0504,0.0504,0.0,0.0791
631,Florida College,33617,528.0,0.2623,6257.0,0.75,1.0,0.0,0.6667,1.0,0.2,0.3333,0.56,0.7841,0.0758,0.0417,0.0095,0.5133,0.4867,9000.0,8250.0,12000.0,6500.0,12000.0,8177.0,0.0,12000.0,0.0,0.9512,0.0,0.0,0.0,0.0244,0.0,0.0,0.0,0.0206
632,Concorde Career Institute-Jacksonville,32256-6905,678.0,0.6975,5953.0,0.7424,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1726,0.0605,0.3363,0.0059,0.8894,0.1106,9500.0,9500.0,11899.0,5500.0,9500.0,9500.0,9500.0,9500.0,6334.0,0.45,0.0,0.0,0.0,0.1,0.4,0.05,0.0,0.6475
633,Concorde Career Institute-Miramar,33025,349.0,0.6871,5998.0,0.7692,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0344,0.1662,0.1948,0.0029,0.7736,0.2264,9751.0,9500.0,12531.0,6334.0,9933.0,15469.0,9500.0,9500.0,9500.0,0.3,0.0,0.0,0.0,0.3,0.4,0.0,0.0,0.6132
634,Concorde Career Institute-Tampa,33607-4127,438.0,0.8199,4171.0,0.6596,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1393,0.3493,0.1872,0.0046,0.8836,0.1164,9500.0,9500.0,5917.0,4750.0,9500.0,9500.0,9500.0,9500.0,5500.0,0.2222,0.0,0.1111,0.0,0.4444,0.1111,0.1111,0.0,0.3744
635,AdventHealth University,32803,1058.0,0.3571,8241.0,0.9352,3.0,0.0,0.0,0.25,0.3103,0.3333,0.6,0.3308,0.3516,0.1578,0.0019,0.8478,0.1522,16750.0,19668.0,16540.0,9500.0,24590.0,18219.0,21000.0,17854.0,15527.0,0.6146,0.0104,0.0,0.0,0.125,0.1875,0.0625,0.0,0.4257
636,Florida Institute of Technology,32901-6975,3219.0,0.2098,9904.0,0.9799,1.0,1.0,1.0,0.6818,0.5606,0.641,0.6624,0.5489,0.1156,0.0534,0.004,0.297,0.703,17002.0,12125.0,16250.0,8148.0,27000.0,15563.0,13750.0,12500.0,14491.0,0.6044,0.0037,0.1245,0.0,0.0659,0.0147,0.1392,0.0147,0.0733
637,Florida Institute of Ultrasound Inc,32514,53.0,0.2644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8679,0.0,0.0566,0.0,0.9245,0.0755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3962
638,Florida International University,33199,39936.0,0.4677,10252.0,0.9752,1.0,0.3333,0.6667,0.7473,0.697,0.5922,0.5948,0.0918,0.6733,0.117,0.0006,0.5664,0.4336,13750.0,14500.0,15000.0,10500.0,16500.0,14750.0,17750.0,13929.0,12804.0,0.4659,0.0069,0.0,0.0006,0.2217,0.0652,0.1288,0.0035,0.217
639,The College of the Florida Keys,33040,832.0,0.2932,6637.0,0.25,0.0,0.0,0.0,1.0,0.325,0.3846,0.375,0.4796,0.2909,0.1142,0.0036,0.5913,0.4087,7750.0,9352.0,6500.0,6572.0,9500.0,6500.0,9500.0,9290.0,5500.0,0.6087,0.0,0.2174,0.0,0.087,0.087,0.0,0.0,0.4925
640,Florida Memorial University,33054-6199,945.0,0.6652,7488.0,0.7065,2.0,0.0,0.0,0.0,0.5385,0.3103,0.3333,0.0074,0.0825,0.5333,0.0011,0.4899,0.5101,12625.0,18500.0,17250.0,11000.0,30063.0,13000.0,20000.0,20000.0,16000.0,0.1538,0.0308,0.0154,0.0,0.1385,0.5846,0.0615,0.0154,0.0484
641,Florida Career College-Miami,33174-2521,353.0,0.7631,4444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0312,0.3739,0.204,0.0028,0.6176,0.3824,9365.0,9365.0,9155.0,4474.0,9500.0,9500.0,9500.0,9365.0,5500.0,0.1429,0.0,0.0,0.0,0.7143,0.1429,0.0,0.0,0.5694
642,Florida School of Massage,32608-5419,26.0,0.6462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6538,0.0769,0.1923,0.0,0.6538,0.3462,0.0,7073.0,0.0,3536.0,7073.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6923
643,Florida Southern College,33801-5698,2741.0,0.2661,8640.0,0.9941,5.0,0.0,0.75,0.7222,0.5797,0.5758,0.6902,0.6815,0.1569,0.0638,0.0062,0.6392,0.3608,19500.0,19000.0,19500.0,6500.0,25000.0,18750.0,17875.0,19500.0,19500.0,0.8095,0.006,0.0417,0.0,0.0774,0.0476,0.0179,0.0,0.0754
644,Florida State University,32306-1037,33368.0,0.256,11305.0,0.8299,1.0,0.8182,0.5625,0.8592,0.834,0.8279,0.8344,0.5788,0.232,0.0833,0.0014,0.5713,0.4287,15339.0,15233.0,17061.0,9009.0,18000.0,15750.0,17961.0,16250.0,15860.0,0.6686,0.0138,0.0069,0.0,0.0563,0.0489,0.124,0.001,0.0354
645,University of Florida,32611,34044.0,0.2344,12317.0,0.8759,1.0,0.9649,0.7143,0.9137,0.9185,0.846,0.9109,0.5095,0.2406,0.0521,0.0011,0.5635,0.4365,13397.0,13000.0,15000.0,9000.0,15000.0,14000.0,14375.0,14000.0,14000.0,0.6425,0.01,0.0146,0.0004,0.0866,0.0416,0.1417,0.0019,0.032
646,Fort Pierce Beauty Academy,34982-6333,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4138,0.1724,0.4138,0.0,0.6207,0.3793,0.0,5500.0,0.0,4750.0,7917.0,7667.0,6500.0,5137.0,4584.0,0.5,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.6207
647,Full Sail University,32792-7429,24172.0,0.5014,5052.0,0.9515,0.0,0.65,0.2,0.6881,0.4731,0.274,0.4607,0.3754,0.1816,0.2633,0.007,0.3053,0.6947,16379.0,11000.0,18874.0,7381.0,27000.0,13043.0,13133.0,14250.0,14750.0,0.7772,0.0268,0.0013,0.0067,0.0993,0.0698,0.0174,0.0013,0.5628
648,George Stone Technical College,32526-8922,603.0,0.2489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6501,0.0614,0.2007,0.0066,0.1609,0.8391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8696,0.0,0.0,0.0,0.087,0.0435,0.0,0.0,0.4959
649,George T Baker Aviation Technical College,33142,890.0,0.2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0865,0.7798,0.1247,0.0,0.0674,0.9326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.6667,0.0,0.0,0.0,0.2382
650,Gulf Coast State College,32401,3422.0,0.2952,5443.0,0.6105,0.0,0.0,0.5,0.9167,0.7857,0.52,0.6238,0.68,0.0777,0.1154,0.0082,0.6619,0.3381,5286.0,6040.0,5400.0,4898.0,7147.0,5500.0,7225.0,5500.0,4135.0,0.8647,0.0,0.0376,0.0,0.0301,0.0451,0.0075,0.015,0.3464
651,Key College,33306-1801,23.0,0.4828,3167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6522,0.087,0.2609,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5833
652,Hillsborough Community College,33606-3584,19166.0,0.4357,6676.0,0.3853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3355,0.3673,0.1727,0.0023,0.5857,0.4143,5500.0,6926.0,5500.0,5500.0,9762.0,5500.0,9275.0,6500.0,5500.0,0.7662,0.0,0.0,0.0,0.0779,0.0909,0.0519,0.013,0.3149
653,Hobe Sound Bible College,33455-1065,157.0,0.4483,1600.0,0.6667,0.0,0.0,0.0,0.0,0.25,0.0,0.4444,0.7389,0.051,0.0573,0.0064,0.4841,0.5159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.4241
654,Hollywood Institute of Beauty Careers,33023,324.0,0.5204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0432,0.3056,0.5772,0.0,0.9136,0.0864,6128.0,6105.0,4833.0,4456.0,6199.0,8911.0,6120.0,6084.0,5803.0,0.3,0.0,0.0,0.0,0.2,0.5,0.0,0.0,0.5741
655,Cortiva Institute,33713,115.0,0.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4261,0.1739,0.2696,0.0,0.8783,0.1217,0.0,7521.0,0.0,3860.0,7521.0,7521.0,7521.0,7318.0,4446.0,0.8333,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,0.6783
656,Indian River State College,34981-5596,10886.0,0.3049,8446.0,0.402,0.0,0.0,1.0,0.5652,0.5342,0.3571,0.5174,0.3958,0.3724,0.1539,0.0016,0.6209,0.3791,5245.0,6720.0,4500.0,4500.0,8023.0,4500.0,7500.0,5600.0,4500.0,0.7488,0.014,0.0047,0.0047,0.0558,0.1395,0.0279,0.0047,0.2957
657,International Academy,32119,186.0,0.5755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3978,0.1183,0.4677,0.0054,0.8387,0.1613,0.0,7917.0,0.0,6333.0,7917.0,7667.0,7917.0,7917.0,7917.0,0.8182,0.0,0.0,0.0,0.0909,0.0909,0.0,0.0,0.6075
658,AI Miami International University of Art and Design,33132-1418,857.0,0.3719,5287.0,0.0583,0.0,0.0,0.5,0.6667,0.3025,0.25,0.3846,0.2905,0.3349,0.1785,0.0023,0.6546,0.3454,14389.0,13000.0,12000.0,9500.0,30382.0,12667.0,11049.0,13502.0,14854.0,0.1429,0.0,0.1429,0.0,0.1429,0.2857,0.2857,0.0,0.5213
659,Jacksonville University,32211-3394,2627.0,0.3172,7825.0,0.624,5.0,0.0,1.0,0.5,0.4828,0.3014,0.5471,0.5059,0.1397,0.1839,0.0038,0.6106,0.3894,12750.0,12500.0,13450.0,6500.0,22000.0,12000.0,15047.0,13260.0,12000.0,0.8199,0.0,0.0,0.0142,0.0427,0.0569,0.0616,0.0047,0.1614
660,Keiser University-Ft Lauderdale,33309,17516.0,0.5487,5335.0,0.6833,3.0,0.75,0.5833,0.6774,0.6607,0.5927,0.7071,0.2628,0.3016,0.1777,0.0068,0.7293,0.2707,12799.0,13506.0,12000.0,9500.0,26125.0,12315.0,14250.0,13089.0,11418.0,0.6433,0.0241,0.0,0.0008,0.1394,0.1417,0.0467,0.0039,0.6125
661,La Belle Beauty School,33012,223.0,0.279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9731,0.0269,0.0,0.0,0.0,2970.0,7807.0,0.0,6910.0,0.0,7535.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9372
662,Florida Gateway College,32025-2007,2065.0,0.337,6170.0,0.4199,0.0,0.0,0.0,1.0,0.5385,0.4483,0.6733,0.6964,0.077,0.1947,0.0019,0.6833,0.3167,5694.0,5500.0,5500.0,5248.0,6992.0,5351.0,6600.0,5600.0,5500.0,0.8219,0.0,0.0,0.0,0.0685,0.0959,0.0137,0.0,0.3424
663,Lake Technical College,32726,660.0,0.2765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6258,0.1879,0.147,0.0242,0.4258,0.5742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.931,0.0,0.0,0.0,0.0345,0.0345,0.0,0.0,0.3931
664,Lake-Sumter State College,34788-8751,3080.0,0.2769,5428.0,0.4444,0.0,0.4,0.2,0.5,0.6,0.2766,0.3708,0.5136,0.2403,0.1182,0.0078,0.6305,0.3695,4000.0,4500.0,5475.0,3500.0,6750.0,3500.0,4750.0,4500.0,3782.0,0.8689,0.0,0.0,0.0,0.0,0.0984,0.0164,0.0164,0.2052
665,Fort Myers Technical College,33916-2204,704.0,0.2407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4929,0.3082,0.1776,0.0028,0.3153,0.6847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8421,0.0,0.0,0.0,0.1053,0.0526,0.0,0.0,0.3864
666,Lively Technical College,32304-2895,881.0,0.3213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3961,0.0602,0.4881,0.0023,0.4869,0.5131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7273,0.0,0.0,0.0,0.0,0.2727,0.0,0.0,0.2909
